Municipality code,Municipality,Population2016,Population2017,Population2018,Cases2016,Cases2017,Cases2018,Age0-4(%),Age5-14(%),Age15-29(%),Age>30(%),AfrocolombianPopulation(%),IndianPopulation(%),PeoplewithDisabilities(%),Peoplewhocannotreadorwrite(%),Secondary/HigherEducation(%),Employedpopulation(%),Unemployedpopulation(%),Peopledoinghousework(%),Retiredpeople(%),Men(%),Women(%),Householdswithoutwateraccess(%),Householdswithoutinternetaccess(%),Buildingstratification1(%),Buildingstratification2(%),Buildingstratification3(%),Buildingstratification4(%),Buildingstratification5(%),Buildingstratification6(%),NumberofhospitalsperKm2,NumberofhousesperKm2,Código Municipio,Longitud,Latitud,2016_dengue,2017_dengue,2018_dengue,2016_temp,2017_temp,2018_temp,2016_precip,2017_precip,2018_precip,strata
5360,Itagüí,269966,272206,276744,2857,120,54,4.83,11.21,25.94,58.02,0.83,0.12,9.03,2.54,68.91,45.17,4.96,14.25,5.7,47.7,52.3,1.27,24.43,6.46,33.6707,43.6206,3.9533,0.0438,0.0374,0.941176,4876.176471,5360,-75.61270587524287,6.1869766337900005,54.94230769230769,2.2830188679245285,1.0392156862745099,21.84219137827556,21.246857126553838,21.16135342915854,171.9253177642821,195.36077880859375,219.69897079467788,3
5361,Ituango,26534,26589,27074,103,3,0,5.93,15.82,27.19,51.05,0.59,2.01,6.83,11.92,41.9,24.71,3.57,18.25,0.3,61.07,38.93,28.54,64.64,42.6116,17.0286,2.9714,0.0133,0.0133,0.0,0.000426,2.368017,5361,-75.716937114975,7.23494393168625,1.9807692307692308,0.05660377358490566,0.0,20.960782051086415,20.356463670730594,20.268811702728275,177.40972518920913,213.83547019958507,224.96072705586755,3
5364,Jardín,14286,14309,14518,14,0,4,5.56,14.01,23.23,57.2,0.49,10.98,10.89,6.71,48.05,40.88,2.16,23.26,2.52,50.01,49.99,14.59,63.42,17.0524,43.2369,15.2622,0.3797,0.0542,0.0181,0.004464,19.15625,5364,-75.83753281645,5.600632728045,0.2692307692307692,0.0,0.0784313725490196,15.790547768274934,15.178438067436206,15.143281737963349,157.4947633743287,180.33889865875253,197.90837796529138,2
5368,Jericó,13710,13536,13640,22,5,1,4.85,12.3,21.15,61.69,0.21,0.02,9.41,7.45,48.72,37.08,4.12,24.47,2.14,49.57,50.43,9.76,55.62,10.1435,42.9791,19.0264,0.8728,0.0388,0.0776,0.005181,19.735751,5368,-75.7791932656,5.792403212503333,0.4230769230769231,0.09433962264150944,0.0196078431372549,18.648283600807186,18.038532296816502,17.9991440375646,161.76683108011875,182.32353337605798,201.54616641998282,2
5376,La Ceja,58995,62209,64889,4,0,0,5.31,12.79,25.56,56.34,0.34,0.03,4.95,3.34,61.57,45.0,2.87,15.73,4.99,48.51,51.49,4.35,30.07,1.1701,15.5788,51.9188,7.0967,2.2057,0.0583,0.061069,133.709924,5376,-75.42592745195,6.027351995113334,0.07692307692307693,0.0,0.0,16.097642223040275,15.48134454091389,15.419278264045717,158.081486384074,175.4169979095459,197.30932648976628,2
5380,La Estrella,65281,69425,71545,223,12,2,4.87,11.57,25.48,58.07,0.54,0.02,9.15,2.99,68.36,47.91,3.81,13.69,5.26,48.36,51.64,2.32,27.0,7.2259,43.8373,24.756,10.612,0.7858,0.1256,0.085714,620.371429,5380,-75.63974084834,6.134534626878,4.288461538461538,0.22641509433962265,0.0392156862745098,19.889533003171277,19.297468423843384,19.215668559074416,165.86027908325215,189.01887575785315,208.19855022430417,3
5390,La Pintada,7936,8003,8114,53,17,1,6.02,14.43,28.33,51.22,1.09,0.11,10.62,10.2,48.7,43.49,4.53,19.12,1.12,50.16,49.84,3.59,60.49,31.2677,36.5838,6.2913,1.9503,1.101,0.1258,0.018182,45.654545,5390,-75.6038238614,5.733995701285,1.0192307692307692,0.32075471698113206,0.0196078431372549,25.969441254933685,25.355176210403453,25.316511392593387,151.0073060989379,169.3701801300049,189.23612531026205,2
5400,La Unión,20680,20958,21475,4,0,1,6.03,15.02,26.64,52.31,0.24,0.01,14.28,6.07,47.14,46.36,1.66,17.37,1.79,49.7,50.3,11.82,58.71,7.0302,57.9524,15.9182,0.1203,0.0401,0.0,0.010101,30.979798,5400,-75.34865570133333,5.94652376101,0.07692307692307693,0.0,0.0196078431372549,15.879448493321739,15.258246302604668,15.20052031675975,165.8078397115071,181.99890963236496,209.7626031239828,3
5411,Liborina,9843,9842,10028,39,83,4,5.73,16.68,21.34,56.26,0.43,0.01,17.29,8.82,40.63,32.13,1.22,24.66,1.41,51.49,48.51,7.08,51.46,28.4526,24.1265,5.1581,0.0475,0.0,0.0238,0.004608,11.737327,5411,-75.78970004227777,6.7232951601133335,0.75,1.5660377358490567,0.0784313725490196,20.530182997385666,19.912445545196523,19.82680443922679,167.58989238739008,194.1239554087323,211.8435662587485,3
5425,Maceo,8090,8108,8221,17,5,13,6.84,17.31,23.0,52.86,0.71,0.11,10.5,10.07,40.78,39.73,2.66,21.61,0.89,49.98,50.02,21.98,62.62,31.7972,35.9159,2.3618,0.0288,0.0576,0.0,0.00232,5.807425,5425,-74.7428328637,6.53155711749,0.3269230769230769,0.09433962264150944,0.2549019607843137,25.33360759417216,24.741268157958995,24.629064798355106,191.135410308838,214.47334035237634,245.66913159688303,3
5440,Marinilla,61174,62693,64645,6,0,1,6.44,14.26,26.9,52.39,0.33,0.07,7.89,3.49,58.22,42.56,3.23,17.75,3.13,49.28,50.72,0.93,42.22,4.2282,25.3548,48.2817,1.5156,0.111,0.0386,0.0434779999999999,144.104348,5440,-75.3394598367,6.17404951538,0.11538461538461539,0.0,0.0196078431372549,18.336129228274014,17.702210108439136,17.62278298536937,161.323694229126,178.41614596048987,203.22632185618076,2
5467,Montebello,6802,6650,6680,19,1,1,4.97,13.93,20.71,60.4,0.22,0.12,18.87,8.93,35.91,36.76,1.51,29.08,1.11,51.13,48.87,24.18,54.3,31.2825,17.9376,7.3946,0.0289,0.0,0.0289,0.011628,23.511628,5467,-75.533045735475,5.9214056894575,0.36538461538461536,0.018867924528301886,0.0196078431372549,18.530320803324383,17.919361631075542,17.860941489537563,166.1578057607015,186.023453394572,208.0288769404093,3
5475,Murindó,4553,4672,4911,0,0,2,13.4,28.78,26.5,31.32,52.0,41.47,6.79,21.37,26.26,25.74,1.31,19.73,0.11,50.88,49.12,86.4,80.67,15.8313,2.0684,0.1591,0.0796,0.0796,0.0796,0.000741,0.835434,5475,-76.82961553822,6.874142512018,0.0,0.0,0.0392156862745098,29.03549456596374,28.44734287261964,28.429873625437438,305.84410444895406,367.3558184305826,359.8836199442546,3
5480,Mutatá,12895,13451,13991,13,1,28,9.72,23.12,27.28,39.88,9.42,16.78,8.6,15.95,36.46,34.2,2.49,19.72,0.23,50.79,49.21,35.86,65.16,46.0084,14.1748,0.3982,0.0199,0.0398,0.0,0.000904,3.279385,5480,-76.49920897576666,7.312056084233333,0.25,0.018867924528301886,0.5490196078431373,28.090370575586945,27.531842072804753,27.479801734288525,246.7717243830363,294.533753712972,289.35076395670575,3
5483,Nariño,10179,10087,10153,1,0,0,6.32,17.78,22.79,53.1,0.31,0.02,12.0,12.61,32.13,36.49,1.88,26.0,0.49,51.32,48.68,35.52,62.7,19.6111,42.9689,1.8497,0.0,0.0,0.0237,0.003195,9.057508,5483,-75.18481471845,5.566074808350001,0.019230769230769232,0.0,0.0,21.253322402636197,20.63138258457185,20.589259982109066,177.8394034703571,197.3247928619386,221.78107452392567,3
5490,Necoclí,41678,41663,42281,93,255,183,8.98,23.66,26.63,40.72,47.81,3.89,6.63,11.57,43.24,27.9,4.45,22.55,0.23,49.7,50.3,45.63,68.74,62.2176,9.6176,0.6663,0.0579,0.0072,0.0,0.00147,7.847171,5490,-76.66763597717058,8.465273419485294,1.7884615384615385,4.867924528301887,3.5294117647058822,27.621915419896443,27.10945908228555,27.028425852457676,147.72539027531948,166.3650687535603,168.3414435386657,2
5495,Nechí,22598,24221,25790,4,7,207,8.96,24.2,25.63,41.22,12.37,0.39,5.12,10.94,40.36,35.15,2.52,19.8,0.68,51.4,48.6,33.62,75.87,72.8438,2.3411,0.1479,0.0,0.0,0.0,0.002188,7.182713000000001,5495,-74.8162084175,7.990361043076667,0.07692307692307693,0.1320754716981132,4.0588235294117645,28.019124587376897,27.46578311920166,27.308491071065248,230.51356951395664,262.82839552561455,274.88432629903167,3
5501,Olaya,3083,3077,3127,8,4,0,5.77,15.41,21.96,56.86,1.18,0.04,9.86,10.85,41.89,36.56,2.83,24.79,0.92,50.97,49.03,5.61,55.9,27.724,28.7556,1.5474,0.5803,0.1289,0.0,0.011111,10.677778,5501,-75.79104812525,6.60256146621,0.15384615384615385,0.07547169811320754,0.0,23.935618082682296,23.330207268397018,23.24217907587685,169.32291539510092,196.96214167277017,210.53738943735755,3
5541,Peñol,20076,20463,21049,4,0,0,6.2,13.84,24.34,55.62,0.41,0.07,12.19,4.48,49.84,39.86,3.99,22.12,1.74,48.66,51.34,4.09,45.36,3.7169,49.2922,3.7747,0.4622,0.0867,0.0289,0.006993,42.461538,5541,-75.2428178132,6.21945021233,0.07692307692307693,0.0,0.0,19.7329651514689,19.089909553527832,19.007777134577434,178.18411350250258,195.29919815063454,225.04154936472582,3
5543,Peque,7861,7929,8097,58,4,1,8.06,19.08,26.43,46.43,0.81,0.0,16.04,15.61,31.81,38.67,1.12,23.14,0.18,52.96,47.04,3.08,62.09,50.7544,13.4831,0.8989,0.0,0.0,0.0,0.002551,5.390306,5543,-75.897113102125,7.00773617009,1.1153846153846154,0.07547169811320754,0.0196078431372549,19.592843850453683,18.98982723553976,18.918017268180847,160.55103333791095,191.51641082763652,202.15701421101892,2
5576,Pueblorrico,8681,8585,8664,3,2,1,5.86,15.41,22.94,55.79,0.4,2.32,18.63,11.29,37.81,35.21,2.58,26.62,0.89,50.11,49.89,29.05,64.31,32.4199,36.9099,6.1737,0.066,0.0,0.0,0.011628,27.011628,5576,-75.8397134748,5.79168858961,0.057692307692307696,0.03773584905660377,0.0196078431372549,21.15334614117941,20.55082857608797,20.508966803550724,154.37595589955657,174.6971384684243,194.35975519816088,2
5579,Puerto Berrío,38580,38763,39314,53,35,30,6.42,16.38,25.63,51.57,3.96,0.16,8.31,8.59,50.38,39.18,4.72,17.66,1.36,50.08,49.92,5.35,54.34,56.0545,18.9757,3.8596,0.1275,0.0403,0.0134,0.0067569999999999,10.164696,5579,-74.53977305659231,6.493115014834615,1.0192307692307692,0.6792452830188679,0.5686274509803921,28.13980213801065,27.54841796557109,27.43213454882304,188.41312313079857,208.38185373942068,237.07284037272134,3
5585,Puerto Nare,14370,14208,14380,11,6,6,6.01,17.18,21.28,55.53,3.01,0.16,14.74,9.14,46.66,34.7,5.91,20.84,1.22,50.55,49.45,10.32,59.77,34.2397,35.7638,2.7191,0.0,0.0,0.0173,0.001515,6.480303,5585,-74.67388028084444,6.150094520462222,0.21153846153846154,0.11320754716981132,0.11764705882352941,27.929425636927277,27.32888317108154,27.236977895100896,180.9070256551106,197.36764780680338,229.39506467183438,3
5591,Puerto Triunfo,16529,17081,18055,13,8,1,6.83,16.32,29.17,47.68,0.92,0.05,8.14,8.03,47.76,36.86,4.13,16.98,0.25,55.08,44.92,5.21,64.48,35.5222,43.0127,1.8644,0.429,0.198,0.0165,0.0,13.905817,5591,-74.70331182813,5.932650447076,0.25,0.1509433962264151,0.0196078431372549,28.753291209538798,28.162080208460484,28.08428104718527,167.81574122111002,181.95200856526682,212.570332845052,3
5604,Remedios,26222,27182,28415,42,8,1,8.11,19.98,27.76,44.15,0.53,0.43,4.81,10.0,40.51,37.52,1.71,21.15,0.41,49.95,50.05,21.45,59.85,44.0463,22.1805,4.5376,0.0406,0.0203,0.0102,0.001008,3.623678,5604,-74.64154873375,7.03768152357,0.8076923076923077,0.1509433962264151,0.0196078431372549,26.45928732554116,25.878059228261304,25.742902914683025,200.4297968546551,227.33676783243808,260.65753777821857,3
5607,Retiro,22166,22697,23514,3,0,0,4.8,11.95,22.57,60.68,0.29,0.01,4.6,4.0,62.78,47.1,2.29,15.11,6.9,49.01,50.99,7.51,28.98,3.4338,16.9794,29.9361,7.1372,8.9738,0.7686,0.007326,24.92674,5607,-75.4903140087,6.096352238948571,0.057692307692307696,0.0,0.0,16.61271150906881,16.00405267874398,15.932959000269568,151.86003621419272,170.63185310363775,190.18740685780844,2
5615,Rionegro,125285,130128,135465,0,1,0,5.01,11.88,26.03,57.08,0.62,0.04,3.68,2.82,66.2,42.29,4.25,15.53,5.39,48.99,51.01,0.78,28.78,3.0454,21.7203,40.2561,12.3334,2.2704,0.4697,0.188776,195.841837,5615,-75.41672389072963,6.14027633850074,0.0,0.018867924528301886,0.0,18.371800184249874,17.74961396058401,17.67232807477316,163.64939594268793,182.8167260487875,204.8447891871135,3
5628,Sabanalarga,8879,8907,9032,4,2,0,7.76,18.73,26.98,46.53,1.4,0.05,9.19,8.9,36.4,29.26,4.75,24.28,0.2,52.38,47.62,13.74,52.04,38.346,13.398,1.4322,0.0231,0.0,0.0,0.003906,9.367188,5628,-75.78986469058,6.877691569708,0.07692307692307693,0.03773584905660377,0.0,24.53360605239868,23.91939155260722,23.840029319127407,181.84581041336068,212.14901510874427,225.918342590332,3
5631,Sabaneta,68224,76937,82375,104,20,10,4.76,9.27,24.0,61.98,0.72,0.06,6.17,1.7,76.86,50.65,3.78,11.87,6.71,46.57,53.43,0.21,9.98,0.3432,18.911,38.3468,26.0606,0.4586,0.0461,0.733333,1954.8,5631,-75.61216003868888,6.142006814897778,2.0,0.37735849056603776,0.19607843137254902,20.7973270813624,20.200242400169376,20.119194785753894,167.38398329416916,188.49441019694007,212.76952743530273,3
5642,Salgar,17974,17983,18258,22,1,0,5.92,16.73,24.64,52.71,0.62,0.04,11.66,13.94,33.23,41.62,0.82,25.43,0.44,50.68,49.32,37.62,72.46,47.5677,23.3244,9.2061,0.0951,0.0,0.0,0.004785,12.454545,5642,-75.9531684844,5.969195391748,0.4230769230769231,0.018867924528301886,0.0,21.726348241170246,21.140902916590374,21.085021456082675,165.24267609914156,188.41743596394852,207.3255182902017,3
5647,San Andrés de Cuerquía,7090,7115,7235,4,1,0,7.86,18.54,26.26,47.34,0.71,0.02,3.42,7.23,40.44,34.0,3.89,25.56,0.38,51.26,48.74,32.33,58.35,48.0127,17.0243,1.02,0.1407,0.0,0.0352,0.00565,10.926554,5647,-75.6747339859,6.91680279924,0.07692307692307693,0.018867924528301886,0.0,18.97084800402325,18.355743726094566,18.266268690427122,143.81337801615408,168.9120508829753,190.78608322143555,2
5649,San Carlos,15985,16004,16247,26,7,8,6.26,16.67,22.96,54.11,0.32,0.07,10.52,8.52,44.11,34.79,3.4,23.02,1.06,50.79,49.21,5.22,55.11,33.8448,20.727,9.2819,0.088,0.0126,0.0126,0.002849,7.511396,5649,-74.93308390048571,6.1833901071728565,0.5,0.1320754716981132,0.1568627450980392,24.136962175369273,23.521337191263836,23.433620055516567,189.0592816670735,210.63737424214676,239.5546442667643,3
5652,San Francisco,5564,5567,5648,0,2,0,7.74,19.7,23.63,48.93,0.62,0.02,13.12,15.36,33.4,33.42,1.16,26.51,0.34,50.05,49.95,18.65,55.52,33.1039,24.3752,1.5936,0.0362,0.0,0.0,0.002688,4.696237,5652,-75.010607395875,5.9209627410375,0.0,0.03773584905660377,0.0,24.538803656895954,23.936373233795166,23.87568147977193,178.3213968276979,196.57789166768393,222.58288892110207,3
5656,San Jerónimo,14877,15012,15361,287,39,8,5.73,14.3,25.05,54.92,0.27,0.07,4.77,7.58,51.76,37.81,4.23,20.33,1.75,49.42,50.58,8.53,37.85,13.4328,28.5766,4.8902,1.7595,1.0921,0.3276,0.0064519999999999,27.16129,5656,-75.7270000843,6.44806585636,5.519230769230769,0.7358490566037735,0.1568627450980392,21.633176883061726,21.03832038243612,20.945806980133046,165.44990571339932,190.57807032267257,209.9598178863524,3
5658,San José de La Montaña,3478,3536,3646,0,0,0,6.2,20.22,27.51,46.07,0.95,0.0,4.91,5.62,47.29,38.62,1.25,21.41,0.68,48.24,51.76,14.98,56.89,16.0159,53.8645,2.7888,0.4781,0.1594,0.0,0.0078739999999999,7.330709,5658,-75.6833564182,6.85008880044,0.0,0.0,0.0,13.590874036153167,12.972644805908203,12.883777479330709,163.34476693471274,189.04452323913554,206.32420094807946,3
5659,San Juan de Urabá,19791,19788,20093,60,69,60,8.94,24.11,25.77,41.18,51.37,1.06,4.85,10.64,44.33,26.58,3.14,23.17,0.1,49.54,50.46,49.88,82.07,78.6636,4.6851,0.0614,0.0768,0.0154,0.0,0.004184,23.242678,5659,-76.55823402345,8.71607967972,1.1538461538461537,1.320754716981132,1.1568627450980393,27.73326134681702,27.21932872136433,27.137167612711593,123.13204844792688,137.9079632759093,140.21987771987904,1
5660,San Luis,13365,13057,12995,32,6,0,8.12,18.33,24.64,48.91,0.49,0.02,4.76,7.94,44.49,35.18,4.73,21.39,0.89,49.57,50.43,26.87,66.58,35.8941,39.9306,0.7161,0.0651,0.0217,0.0,0.002208,8.048565,5660,-75.01405916935,6.023148341625,0.6153846153846154,0.11320754716981132,0.0,22.063066800435394,21.447788794835407,21.37607304255168,196.6158091227214,217.51250267028794,246.54739824930832,3
5664,San Pedro de Los Milagros,21902,21720,21949,5,0,4,6.2,15.3,26.81,51.69,0.33,0.03,7.5,3.22,59.46,37.46,2.28,20.14,1.27,48.27,51.73,8.24,39.02,4.553,37.6701,21.404,0.7503,0.1399,0.1017,0.008734,22.545852,5664,-75.60159439764999,6.42767558043,0.09615384615384616,0.0,0.0784313725490196,16.279332399368293,15.672496358553573,15.580156962076826,155.3328663508098,178.20236905415854,197.20317522684738,2
5665,San Pedro de Urabá,30459,30480,30932,13,25,164,7.27,22.78,25.83,44.12,1.07,1.87,5.38,11.02,41.79,28.13,2.85,25.61,0.22,51.46,48.54,45.9,78.62,78.5813,4.5421,0.2541,0.0741,0.0106,0.0,0.004175,16.903967,5665,-76.31291738006,8.430863220486,0.25,0.5283018867924528,3.156862745098039,27.868068774541214,27.357087691624965,27.255308230717972,133.7209998766581,150.97516377766928,153.31011931101474,2
5667,San Rafael,15451,15470,15698,32,0,0,6.3,14.64,23.89,55.16,0.5,0.0,16.43,8.02,44.96,37.34,3.17,24.0,1.04,49.57,50.43,21.04,52.94,18.5051,40.5365,2.5919,0.0,0.0301,0.0,0.005525,11.972376,5667,-74.9546397009,6.32329007018,0.6153846153846154,0.0,0.0,24.21243651707968,23.591038703918457,23.497765938440953,184.7088098526001,204.81195386250806,233.7063541412352,3
5670,San Roque,21120,21175,21519,23,1,0,6.02,17.05,23.94,52.99,0.31,0.01,15.83,9.05,41.65,36.37,3.06,22.71,1.37,50.58,49.42,19.8,60.69,35.245,30.4969,3.0996,0.1161,0.0232,0.0,0.004535,13.897959,5670,-74.916860004475,6.4953146066025,0.4423076923076923,0.018867924528301886,0.0,23.879964828491225,23.272369146347042,23.169287602106717,188.40837033589682,211.83939997355142,240.25828965504977,3
5674,San Vicente Ferrer,20898,21429,22093,2,0,0,5.99,14.31,25.03,54.67,0.15,0.0,5.98,6.59,43.92,40.83,2.04,24.57,1.01,51.65,48.35,7.89,51.28,7.9876,37.3651,11.9502,0.1245,0.0311,0.0,0.00823,23.271605,5674,-75.2925352683,6.29672641533,0.038461538461538464,0.0,0.0,17.96080903212228,17.327670971552532,17.240626692771908,165.13095315297448,183.09922218322765,209.33687814076745,3
5679,Santa Bárbara,26271,26350,26784,304,33,15,4.45,13.7,22.11,59.74,0.42,0.03,8.03,7.94,45.6,39.2,2.4,24.89,2.63,49.69,50.31,10.02,58.15,11.8871,40.7501,19.2909,0.2149,0.0488,0.0293,0.005405,40.497297,5679,-75.57893018103333,5.918064470683333,5.846153846153846,0.6226415094339622,0.29411764705882354,21.66730586687724,21.0576487382253,21.00339512030283,165.20933437347404,186.53166961669922,207.05686314900723,3
5686,Santa Rosa de Osos,35196,35539,36318,2,4,0,6.88,16.25,27.53,49.35,0.45,0.04,4.07,4.99,50.57,38.27,2.2,21.12,0.95,49.99,50.01,20.03,50.23,10.9776,50.6234,6.6824,0.4257,0.038,0.0228,0.003727,11.37764,5686,-75.40480231018334,6.621645279375,0.038461538461538464,0.07547169811320754,0.0,15.463357766469327,14.849751075108834,14.753071188926691,165.69226137797037,190.18545850118008,211.9852730433145,3
5690,Santo Domingo,12156,12156,12394,4,13,1,5.72,14.68,23.81,55.78,0.54,0.03,13.16,7.99,42.67,33.21,2.85,22.07,1.39,51.91,48.09,28.0,55.43,19.8505,33.1936,5.0674,0.2187,0.0729,0.0,0.0036899999999999,12.177122,5690,-75.17015132184,6.527730880144,0.07692307692307693,0.24528301886792453,0.0196078431372549,19.88878921667736,19.267160097757973,19.170878291130066,171.1937532424927,192.61244773864735,219.53577391306564,3
5697,El Santuario,34058,34591,35422,2,1,1,7.81,16.92,25.16,50.11,0.2,0.01,4.62,5.29,49.1,39.39,2.19,20.39,1.56,47.59,52.41,4.35,49.66,9.9866,50.4095,12.4603,0.1755,0.0669,0.0084,0.013333,117.48,5697,-75.2654679804,6.13685720436,0.038461538461538464,0.018867924528301886,0.0196078431372549,17.45503290494283,16.819970687230427,16.748471697171524,163.3174896240234,180.47852643330884,204.6156476338706,3
5736,Segovia,37199,37380,37900,67,7,8,8.06,18.77,28.85,44.31,2.62,1.7,5.98,8.92,46.74,37.74,2.75,20.46,0.82,50.02,49.98,18.87,53.31,33.6175,28.813,5.819,0.0775,0.0211,0.0,0.002437,8.710804,5736,-74.75964507366,7.149707356372,1.2884615384615385,0.1320754716981132,0.1568627450980392,26.539088805516545,25.962605953216553,25.81571642557779,209.12097994486498,244.0728766123453,266.0213146209717,3
5756,Sonsón,35882,35859,36321,3,0,2,6.03,16.14,25.0,52.84,0.54,0.02,13.35,7.93,41.83,39.04,2.05,22.84,0.94,50.26,49.74,22.37,54.52,15.94,34.9608,15.3899,0.3301,0.1031,0.0069,0.002268,7.507181,5756,-75.01963182528,5.779856951499999,0.057692307692307696,0.0,0.0392156862745098,26.825595458348577,26.234970728556316,26.172427097956334,173.2221546173096,188.30635897318518,215.0143337249756,3
5761,Sopetrán,14748,14794,15053,37,4,6,5.55,13.99,23.85,56.61,12.19,0.02,5.99,6.85,50.12,41.49,2.23,22.98,1.88,50.22,49.78,7.17,45.47,21.6131,30.7372,5.9609,0.8066,0.5419,0.063,0.004484,21.632287,5761,-75.76025865093334,6.531804508016666,0.7115384615384616,0.07547169811320754,0.11764705882352941,24.056079546610505,23.45701241493225,23.365555365880326,164.12984991073617,187.8046334584553,206.49875354766837,3
5789,Támesis,16837,16330,16281,23,1,0,4.67,13.14,21.1,61.08,0.52,1.04,26.74,8.61,43.93,34.4,2.53,24.97,2.1,50.42,49.58,13.2,58.72,23.2243,27.1575,22.1582,0.6771,0.2161,0.2161,0.008163,21.220408,5789,-75.69721009243334,5.666612801826666,0.4423076923076923,0.018867924528301886,0.0,18.313509424527474,17.69970707098644,17.662055095036823,169.43543465932217,191.58915964762366,211.44681803385424,3
5790,Tarazá,26212,26387,26964,14,5,95,8.01,24.33,25.49,42.17,1.98,0.36,4.43,13.62,35.98,34.96,2.63,19.8,0.27,49.38,50.62,14.9,62.39,51.6971,10.9193,0.3297,0.0097,0.0097,0.0,0.000641,4.5410260000000005,5790,-75.38385643138572,7.541913600470001,0.2692307692307692,0.09433962264150944,1.8627450980392157,26.436878363291427,25.844452301661175,25.735938390096035,221.54083108901978,261.14937750498456,277.5449132919311,3
5792,Tarso,6516,6217,6184,5,4,2,5.69,13.51,26.19,54.62,0.34,0.0,14.83,13.26,41.29,36.52,2.88,24.88,1.04,50.17,49.83,27.2,62.58,27.7542,32.9661,11.6102,0.6779999999999999,0.0847,0.1271,0.008403,14.747899,5792,-75.82912433163334,5.846901374113333,0.09615384615384616,0.07547169811320754,0.0392156862745098,22.328901608784985,21.727772911389664,21.680008133252457,155.58172162373862,177.01448249816895,193.9922342300415,2
5809,Titiribí,11216,10895,10775,145,6,1,4.44,12.47,21.81,61.28,0.36,0.02,8.83,9.44,43.49,35.68,2.6,23.54,4.09,49.52,50.48,7.67,56.87,18.9575,42.7342,4.598,0.418,0.2213,0.5409,0.007042,19.542254,5809,-75.7777585523,6.0532044673175,2.7884615384615383,0.11320754716981132,0.0196078431372549,21.374760746955868,20.790125211079925,20.718705733617153,156.1182854970297,178.5681076049805,196.57028706868482,2
5819,Toledo,4881,4896,4993,2,1,2,7.12,19.88,24.22,48.78,0.61,0.24,19.7,11.46,39.03,26.77,11.28,22.21,0.24,53.0,47.0,14.73,62.3,42.9198,20.4735,3.2004,0.0438,0.0,0.0,0.007194,11.374101,5819,-75.70127928502501,7.0067803698075,0.038461538461538464,0.018867924528301886,0.0392156862745098,22.32234207789104,21.706543326377858,21.622392416000356,173.0645314852397,203.11009343465176,217.73581854502365,3
